484530001011,B25064_001E,Interpolated
484530001021,B25064_001E,Interpolated
484530001022,B25064_001E,Interpolated
484530002031,B25077_001E,Interpolated
484530006011,B25077_001E,Interpolated
484530006012,B25077_001E,Interpolated
484530006032,B25077_001E,Interpolated
484530006034,B25077_001E,Interpolated
484530006035,B25077_001E,Interpolated
484530006041,B25077_001E,Interpolated
484530006042,B25077_001E,Interpolated
484530006043,B25077_001E,Interpolated
484530008021,B25064_001E,Interpolated
484530008041,B25064_001E,Interpolated
484530015013,B25064_001E,Interpolated
484530015032,B25077_001E,Interpolated
484530016023,B25077_001E,Interpolated
484530016033,B25064_001E,Interpolated
484530016044,B25064_001E,Interpolated
484530017052,B25064_001E,Interpolated
484530017053,B25064_001E,Interpolated
484530017142,B25064_001E,Interpolated
484530017143,B25064_001E,Interpolated
484530017183,B25064_001E,Interpolated
484530017192,B25064_001E,Interpolated
484530017222,B25077_001E,Interpolated
484530017331,B25064_001E,Interpolated
484530017332,B25064_001E,Interpolated
484530017381,B25064_001E,Interpolated
484530017382,B25064_001E,Interpolated
484530017383,B25064_001E,Interpolated
484530017384,B25064_001E,Interpolated
484530017451,B25064_001E,Interpolated
484530017491,B25064_001E,Interpolated
484530017493,B25077_001E,Interpolated
484530017501,B25077_001E,Interpolated
484530017521,B25077_001E,Interpolated
484530017522,B25077_001E,Interpolated
484530017523,B25077_001E,Interpolated
484530017531,B25077_001E,Interpolated
484530017571,B25064_001E,Interpolated
484530017661,B25064_001E,Interpolated
484530017663,B25064_001E,Interpolated
484530017702,B25064_001E,Interpolated
484530017703,B25064_001E,Interpolated
484530017741,B25064_001E,Interpolated
484530017743,B25064_001E,Interpolated
484530017751,B25064_001E,Interpolated
484530017752,B25064_001E,Interpolated
484530017811,B25064_001E,Interpolated
484530017822,B25064_001E,Interpolated
484530017842,B25064_001E,Interpolated
484530017861,B25077_001E,Interpolated
484530017863,B25077_001E,Interpolated
484530018043,B25077_001E,Interpolated
484530018062,B25077_001E,Interpolated
484530018121,B25077_001E,Interpolated
484530018122,B25077_001E,Interpolated
484530018192,B25077_001E,Interpolated
484530018223,B25077_001E,Interpolated
484530018224,B25077_001E,Interpolated
484530018322,B25064_001E,Interpolated
484530018333,B25064_001E,Interpolated
484530018412,B25064_001E,Interpolated
484530018413,B25064_001E,Interpolated
484530018422,B25064_001E,Interpolated
484530018462,B25064_001E,Interpolated
484530018491,B25077_001E,Interpolated
484530018492,B25077_001E,Interpolated
484530018494,B25077_001E,Interpolated
484530018503,B25077_001E,Interpolated
484530018541,B25064_001E,Interpolated
484530018561,B25064_001E,Interpolated
484530018562,B25064_001E,Interpolated
484530018582,B25064_001E,Interpolated
484530018583,B25064_001E,Interpolated
484530018585,B25064_001E,Interpolated
484530018591,B25064_001E,Interpolated
484530018631,B25077_001E,Interpolated
484530018632,B25077_001E,Interpolated
484530018642,B25077_001E,Interpolated
484530019112,B25077_001E,Interpolated
484530019131,B25064_001E,Interpolated
484530019142,B25064_001E,Interpolated
484530019162,B25064_001E,Interpolated
484530019171,B25064_001E,Interpolated
484530019172,B25064_001E,Interpolated
484530019173,B25064_001E,Interpolated
484530019174,B25064_001E,Interpolated
484530019181,B25064_001E,Interpolated
484530019182,B25064_001E,Interpolated
484530021052,B25077_001E,Interpolated
484530021061,B25064_001E,Interpolated
484530021063,B25064_001E,Interpolated
484530022085,B25077_001E,Interpolated
484530023041,B25077_001E,Interpolated
484530023043,B25077_001E,Interpolated
484530023081,B25064_001E,Interpolated
484530023083,B25077_001E,Interpolated
484530023141,B25077_001E,Interpolated
484530023143,B25077_001E,Interpolated
484530023144,B25077_001E,Interpolated
484530023152,B25077_001E,Interpolated
484530023161,B25077_001E,Interpolated
484530023162,B25077_001E,Interpolated
484530023163,B25077_001E,Interpolated
484530023171,B25077_001E,Interpolated
484530023172,B25077_001E,Interpolated
484530024024,B25077_001E,Interpolated
484530024072,B25064_001E,Interpolated
484530024091,B25064_001E,Interpolated
484530024191,B25077_001E,Interpolated
484530024192,B25077_001E,Interpolated
484530024222,B25077_001E,Interpolated
484530024262,B25077_001E,Interpolated
484530024281,B25064_001E,Interpolated
484530025001,B25064_001E,Interpolated
